,,Rk,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,0,1.0,Seattle Supersonics,5,240.0,46.0,89.2,0.516,2.2,7.8,0.282,43.8,81.4,0.538,20.0,28.4,0.704,13.8,30.8,44.6,27.6,5.2,4.0,15.4,29.8,114.2
1988,1,2.0,Denver Nuggets,11,240.0,42.0,93.0,0.452,3.0,10.9,0.275,39.0,82.1,0.475,23.8,28.8,0.826,15.1,27.2,42.3,22.9,6.8,4.8,11.3,24.7,110.8
1988,2,3.0,San Antonio Spurs,3,240.0,45.7,97.0,0.471,2.3,6.7,0.35,43.3,90.3,0.48,16.0,22.3,0.716,15.0,23.3,38.3,27.7,11.0,3.7,18.0,24.0,109.7
1988,3,4.0,Atlanta Hawks,12,240.0,42.6,84.7,0.503,1.2,4.5,0.259,41.4,80.2,0.517,22.3,28.3,0.785,12.7,26.1,38.8,26.4,7.6,5.1,12.1,26.2,108.6
1988,4,5.0,Milwaukee Bucks,5,240.0,39.8,83.2,0.478,1.4,5.2,0.269,38.4,78.0,0.492,27.6,35.8,0.771,16.0,28.0,44.0,24.6,6.6,3.4,15.2,24.6,108.6
1988,5,6.0,Dallas Mavericks,17,240.0,42.9,86.6,0.496,1.5,5.5,0.269,41.5,81.2,0.511,20.5,27.2,0.755,16.4,28.4,44.8,24.2,7.4,5.1,14.9,20.8,107.9
1988,6,7.0,Los Angeles Lakers,24,240.0,40.8,81.8,0.499,2.4,6.0,0.393,38.5,75.7,0.508,21.5,27.7,0.779,13.0,27.5,40.5,25.9,7.2,4.7,14.0,21.2,105.6
1988,7,8.0,Houston Rockets,4,240.0,39.0,86.3,0.452,2.3,6.3,0.36,36.8,80.0,0.459,24.3,29.5,0.822,16.0,28.0,44.0,19.8,8.0,4.3,14.8,22.5,104.5
1988,8,9.0,Portland Trail Blazers,4,240.0,41.0,96.0,0.427,2.5,7.8,0.323,38.5,88.3,0.436,19.8,26.3,0.752,19.0,29.0,48.0,22.5,9.8,4.3,16.3,29.0,104.3
1988,9,10.0,Boston Celtics,17,244.4,37.9,79.7,0.476,2.4,6.8,0.345,35.6,72.9,0.488,25.2,30.9,0.816,11.9,28.5,40.4,26.8,6.0,4.8,14.9,22.5,103.5
1988,10,11.0,Utah Jazz,11,240.0,38.4,79.5,0.483,2.3,5.5,0.417,36.1,74.0,0.488,24.4,31.5,0.772,10.5,27.7,38.3,25.5,7.6,6.6,16.3,22.4,103.4
1988,11,12.0,Cleveland Cavaliers,5,240.0,40.0,80.6,0.496,1.0,4.8,0.208,39.0,75.8,0.515,19.4,26.4,0.735,12.0,28.4,40.4,23.8,5.8,6.4,15.6,19.4,100.4
1988,12,13.0,Detroit Pistons,23,244.3,38.4,82.6,0.465,0.9,3.5,0.259,37.5,79.1,0.474,22.0,29.2,0.754,14.0,30.3,44.3,22.3,7.4,4.6,13.8,25.8,99.7
1988,13,14.0,New York Knicks,4,240.0,38.3,87.0,0.44,4.0,11.8,0.34,34.3,75.3,0.455,18.8,23.0,0.815,13.5,27.3,40.8,25.5,8.3,5.3,15.8,28.8,99.3
1988,14,15.0,Washington Bullets,5,245.0,36.4,79.0,0.461,0.2,1.8,0.111,36.2,77.2,0.469,24.2,32.8,0.738,13.4,24.6,38.0,16.4,7.0,5.2,15.2,24.6,97.2
1988,15,16.0,Chicago Bulls,10,240.0,38.4,85.1,0.451,0.8,3.1,0.258,37.6,82.0,0.459,17.2,21.2,0.811,14.3,28.7,43.0,23.4,7.1,4.0,14.9,23.8,94.8
1988,16,,League Average,10,241.3,40.2,84.3,0.478,1.8,5.8,0.314,38.4,78.5,0.49,22.0,28.4,0.777,13.8,28.1,41.9,24.4,7.2,4.8,14.4,23.7,104.3
1989,0,1.0,Phoenix Suns,12,240.0,45.0,95.1,0.473,2.8,8.8,0.314,42.3,86.3,0.489,25.6,30.4,0.841,16.9,33.4,50.3,27.5,9.3,4.6,15.8,22.8,118.3
1989,1,2.0,Denver Nuggets,3,240.0,43.3,94.7,0.458,5.3,13.0,0.41,38.0,81.7,0.465,20.7,25.7,0.805,12.0,32.3,44.3,24.0,7.7,1.7,16.7,29.0,112.7
1989,2,3.0,Los Angeles Lakers,15,240.0,40.0,80.5,0.497,3.4,9.7,0.349,36.6,70.8,0.517,27.1,34.7,0.781,12.5,29.6,42.1,25.4,6.9,4.9,14.7,22.5,110.5
1989,3,4.0,Golden State Warriors,8,240.0,42.8,93.9,0.455,2.6,12.8,0.206,40.1,81.1,0.495,21.8,26.5,0.821,14.1,29.0,43.1,20.0,9.8,8.5,14.5,24.3,109.9
1989,4,5.0,Portland Trail Blazers,3,240.0,42.7,94.0,0.454,3.0,9.7,0.31,39.7,84.3,0.47,18.7,24.7,0.757,17.7,23.7,41.3,27.0,7.0,5.3,13.3,24.7,107.0
1989,5,6.0,New York Knicks,9,245.6,40.4,85.0,0.476,4.3,12.1,0.358,36.1,72.9,0.495,21.6,29.7,0.727,15.2,28.0,43.2,26.1,7.9,4.0,16.1,25.6,106.8
1989,6,7.0,Houston Rockets,4,240.0,40.0,84.8,0.472,2.8,7.3,0.379,37.3,77.5,0.481,23.8,32.5,0.731,12.8,26.5,39.3,24.3,9.3,5.3,16.5,25.0,106.5
1989,7,8.0,Philadelphia 76ers,3,248.3,42.7,88.3,0.483,1.3,7.0,0.19,41.3,81.3,0.508,19.0,27.0,0.704,10.7,29.3,40.0,29.0,6.7,4.7,12.3,25.0,105.7
1989,8,9.0,Utah Jazz,3,240.0,38.3,89.7,0.428,4.0,11.3,0.353,34.3,78.3,0.438,24.7,29.7,0.831,18.0,32.0,50.0,18.0,7.0,5.0,18.7,26.0,105.3
1989,9,10.0,Atlanta Hawks,5,250.0,35.4,78.6,0.45,2.6,9.2,0.283,32.8,69.4,0.473,29.8,38.6,0.772,15.2,26.4,41.6,25.6,5.4,5.8,13.2,24.0,103.2
1989,10,11.0,Seattle Supersonics,8,240.0,39.9,87.9,0.454,2.6,10.0,0.263,37.3,77.9,0.478,19.6,27.6,0.71,17.4,26.4,43.8,23.3,8.6,7.5,15.8,27.3,102.0
1989,11,12.0,Detroit Pistons,17,240.0,37.9,80.1,0.473,2.5,8.4,0.296,35.4,71.7,0.494,22.4,29.4,0.762,13.8,30.4,44.2,22.6,4.9,4.5,12.1,25.0,100.6
1989,12,13.0,Chicago Bulls,17,242.9,36.6,78.1,0.469,4.3,12.2,0.353,32.4,65.9,0.491,22.1,29.1,0.759,12.2,29.0,41.2,23.5,7.8,4.2,15.9,26.4,99.6
1989,13,14.0,Cleveland Cavaliers,5,245.0,36.4,77.6,0.469,2.2,6.6,0.333,34.2,71.0,0.482,22.2,31.0,0.716,12.4,27.8,40.2,23.0,7.6,7.4,15.6,21.0,97.2
1989,14,15.0,Milwaukee Bucks,9,245.6,36.2,78.3,0.462,2.3,7.9,0.296,33.9,70.4,0.481,22.4,26.8,0.838,10.7,25.1,35.8,23.2,5.7,2.1,11.2,26.2,97.2
1989,15,16.0,Boston Celtics,3,240.0,37.0,83.3,0.444,0.0,2.7,0.0,37.0,80.7,0.459,16.3,22.3,0.731,9.7,30.3,40.0,21.7,6.7,2.3,14.0,24.0,90.3
1989,16,,League Average,8,242.0,39.4,84.1,0.469,3.0,9.7,0.314,36.4,74.4,0.489,23.0,29.7,0.773,13.8,29.0,42.8,24.1,7.3,4.9,14.6,24.8,104.9
1990,0,1.0,Boston Celtics,5,240.0,45.6,83.2,0.548,1.6,6.8,0.235,44.0,76.4,0.576,26.0,30.2,0.861,11.8,28.2,40.0,30.2,6.8,6.0,17.4,21.2,118.8
1990,1,2.0,San Antonio Spurs,10,247.5,47.9,95.3,0.503,0.5,2.9,0.172,47.4,92.4,0.513,20.7,29.5,0.702,15.6,32.7,48.3,30.4,8.5,6.2,16.8,27.7,117.0
1990,2,3.0,Denver Nuggets,3,240.0,43.3,98.7,0.439,2.7,10.7,0.25,40.7,88.0,0.462,25.0,28.7,0.872,13.0,31.0,44.0,28.7,9.3,4.7,12.7,25.7,114.3
1990,3,4.0,Phoenix Suns,16,240.0,39.7,83.3,0.477,2.3,7.2,0.313,37.4,76.1,0.492,26.5,33.6,0.79,12.3,31.6,43.9,23.0,6.7,4.9,15.5,23.3,108.1
1990,4,5.0,Portland Trail Blazers,21,244.8,39.3,88.4,0.445,3.1,9.3,0.333,36.2,79.1,0.458,25.4,34.9,0.727,15.5,28.7,44.2,23.5,8.7,5.4,16.0,26.7,107.1
1990,5,6.0,Cleveland Cavaliers,5,240.0,40.2,77.8,0.517,2.2,7.0,0.314,38.0,70.8,0.537,24.2,31.2,0.776,9.2,31.6,40.8,27.4,6.6,4.6,13.0,22.2,106.8
1990,6,7.0,Los Angeles Lakers,9,240.0,40.3,80.9,0.499,2.8,9.6,0.291,37.6,71.3,0.526,22.7,28.3,0.8,12.4,27.8,40.2,25.0,8.7,5.7,15.8,23.4,106.1
1990,7,8.0,New York Knicks,10,240.0,40.3,84.5,0.477,2.5,6.9,0.362,37.8,77.6,0.487,21.9,28.5,0.768,13.0,26.4,39.4,26.8,8.4,3.4,13.3,23.1,105.0
1990,8,9.0,Utah Jazz,5,240.0,40.4,87.6,0.461,3.2,9.6,0.333,37.2,78.0,0.477,18.4,25.4,0.724,13.0,27.6,40.6,25.4,8.6,5.8,12.8,28.4,102.4
1990,9,10.0,Philadelphia 76ers,10,240.0,37.9,79.9,0.474,2.6,8.2,0.317,35.3,71.7,0.492,23.7,30.8,0.769,12.8,27.1,39.9,22.8,6.3,4.9,15.0,21.6,102.1
1990,10,11.0,Chicago Bulls,16,240.0,38.1,81.4,0.469,2.7,8.9,0.303,35.4,72.5,0.489,22.9,30.2,0.76,13.1,27.1,40.1,22.8,8.6,4.3,14.4,25.6,101.9
1990,11,12.0,Detroit Pistons,20,241.3,38.6,81.9,0.471,3.1,8.4,0.369,35.5,73.5,0.482,21.6,28.7,0.751,14.0,29.8,43.7,21.1,6.7,4.5,15.1,25.1,101.8
1990,12,13.0,Milwaukee Bucks,4,240.0,35.0,73.3,0.478,3.8,10.8,0.349,31.3,62.5,0.5,27.3,35.5,0.768,10.0,23.5,33.5,22.5,9.0,4.8,17.0,29.8,101.0
1990,13,14.0,Dallas Mavericks,3,240.0,38.3,81.0,0.473,3.0,9.7,0.31,35.3,71.3,0.495,20.7,27.0,0.765,11.3,28.7,40.0,20.3,8.0,5.7,18.0,27.3,100.3
1990,14,15.0,Houston Rockets,4,240.0,38.3,84.5,0.453,2.8,10.0,0.275,35.5,74.5,0.477,18.5,27.8,0.667,15.3,23.8,39.0,22.8,9.0,6.5,14.5,21.8,97.8
1990,15,16.0,Indiana Pacers,3,240.0,35.0,76.0,0.461,1.7,7.7,0.217,33.3,68.3,0.488,20.0,24.3,0.822,11.0,25.3,36.3,17.3,3.7,2.3,14.7,25.7,91.7
1990,16,,League Average,9,241.4,39.9,84.0,0.475,2.6,8.1,0.316,37.3,75.9,0.492,23.2,30.5,0.761,13.3,28.7,42.0,24.1,7.8,5.0,15.2,24.9,105.5
1991,0,1.0,Indiana Pacers,5,240.0,41.8,84.8,0.493,5.2,11.6,0.448,36.6,73.2,0.5,29.6,35.4,0.836,10.6,26.2,36.8,24.2,7.8,4.2,15.0,29.0,118.4
1991,1,2.0,Golden State Warriors,9,242.8,43.8,87.9,0.498,4.9,13.0,0.376,38.9,74.9,0.519,22.0,27.4,0.802,9.0,27.8,36.8,24.7,8.6,6.0,12.8,29.8,114.4
1991,2,3.0,Boston Celtics,11,242.3,41.2,83.1,0.496,0.9,4.2,0.217,40.3,78.9,0.51,27.1,33.8,0.801,11.5,30.5,42.0,22.1,6.5,3.8,12.7,25.0,110.4
1991,3,4.0,San Antonio Spurs,4,240.0,40.5,83.3,0.486,0.8,6.5,0.115,39.8,76.8,0.518,26.0,34.5,0.754,12.0,31.3,43.3,26.5,9.5,5.8,17.3,23.3,107.8
1991,4,5.0,Utah Jazz,9,240.0,38.4,81.2,0.473,1.9,6.0,0.315,36.6,75.2,0.486,26.3,31.3,0.84,11.1,31.9,43.0,26.2,6.3,3.9,14.2,26.9,105.1
1991,5,6.0,Chicago Bulls,17,241.5,40.9,79.6,0.514,1.8,5.4,0.326,39.2,74.2,0.528,20.3,26.6,0.763,12.5,27.7,40.2,25.5,9.5,4.5,12.5,22.2,103.9
1991,6,7.0,Portland Trail Blazers,16,240.0,38.8,82.6,0.47,2.8,9.0,0.306,36.1,73.6,0.49,23.5,31.9,0.736,15.1,27.4,42.5,23.5,8.1,3.6,15.0,23.5,103.9
1991,7,8.0,Los Angeles Lakers,19,242.6,38.3,79.3,0.483,3.4,9.9,0.34,34.9,69.4,0.503,23.8,30.2,0.789,11.5,27.8,39.3,23.1,7.1,4.8,14.7,20.4,103.8
1991,8,9.0,Seattle Supersonics,5,240.0,37.8,82.4,0.459,2.6,9.2,0.283,35.2,73.2,0.481,25.4,31.0,0.819,13.4,25.2,38.6,20.8,9.2,4.6,16.2,27.0,103.6
1991,9,10.0,Detroit Pistons,15,241.7,38.5,86.6,0.444,3.1,9.7,0.317,35.4,76.9,0.46,21.1,28.8,0.731,16.3,28.4,44.7,20.7,5.3,3.9,11.5,25.9,101.1
1991,10,11.0,Philadelphia 76ers,8,243.1,36.3,74.8,0.485,2.9,8.1,0.354,33.4,66.6,0.501,25.5,31.9,0.8,9.9,27.8,37.6,22.4,8.6,4.4,13.8,20.6,100.9
1991,11,12.0,Milwaukee Bucks,3,248.3,40.0,84.7,0.472,3.7,10.3,0.355,36.3,74.3,0.489,17.0,23.0,0.739,11.7,26.7,38.3,24.3,8.0,1.7,17.0,25.7,100.7
1991,12,13.0,Atlanta Hawks,5,240.0,33.0,82.6,0.4,2.6,10.4,0.25,30.4,72.2,0.421,28.6,34.4,0.831,15.0,29.2,44.2,16.8,6.6,2.8,11.6,23.4,97.2
1991,13,14.0,Phoenix Suns,4,240.0,34.0,81.3,0.418,2.3,8.5,0.265,31.8,72.8,0.436,25.5,35.0,0.729,10.8,28.3,39.0,22.3,7.0,6.5,13.8,24.5,95.8
1991,14,15.0,Houston Rockets,3,240.0,38.3,83.0,0.462,4.0,13.0,0.308,34.3,70.0,0.49,12.7,16.3,0.776,12.0,28.7,40.7,24.3,7.0,4.3,15.7,24.0,93.3
1991,15,16.0,New York Knicks,3,240.0,32.3,73.0,0.443,3.7,9.3,0.393,28.7,63.7,0.45,17.7,22.0,0.803,11.3,27.3,38.7,20.7,5.3,3.7,22.3,27.0,86.0
1991,16,,League Average,9,241.5,39.0,81.9,0.475,2.8,8.6,0.323,36.2,73.4,0.493,23.5,30.1,0.78,12.5,28.3,40.8,23.2,7.5,4.3,14.0,24.3,104.2
1992,0,1.0,Phoenix Suns,8,246.3,43.1,88.8,0.486,3.6,9.8,0.372,39.5,79.0,0.5,28.6,34.8,0.824,12.9,28.1,41.0,27.4,7.5,5.0,14.4,25.6,118.5
1992,1,2.0,Golden State Warriors,4,240.0,42.5,88.0,0.483,4.3,11.8,0.362,38.3,76.3,0.502,27.8,38.5,0.721,13.8,22.5,36.3,23.3,10.3,4.8,12.3,27.3,117.0
1992,2,3.0,Portland Trail Blazers,21,246.0,40.4,83.8,0.482,3.7,10.5,0.353,36.7,73.3,0.5,25.5,33.9,0.751,13.9,28.7,42.6,25.8,8.8,4.6,15.5,26.3,110.0
1992,3,4.0,Indiana Pacers,3,248.3,37.0,80.7,0.459,6.7,15.0,0.444,30.3,65.7,0.462,27.0,34.3,0.786,9.3,25.7,35.0,23.3,8.7,4.0,13.3,27.7,107.7
1992,4,5.0,Boston Celtics,10,245.0,44.2,88.6,0.499,0.6,3.1,0.194,43.6,85.5,0.51,18.1,23.6,0.767,14.2,28.0,42.2,24.9,7.3,5.3,11.7,22.0,107.1
1992,5,6.0,Seattle Supersonics,9,240.0,39.4,81.2,0.486,3.2,11.0,0.293,36.2,70.2,0.516,23.4,29.7,0.79,14.4,26.0,40.4,20.4,6.6,6.2,16.1,26.4,105.6
1992,6,7.0,Cleveland Cavaliers,17,241.5,38.5,79.8,0.483,3.0,8.7,0.345,35.5,71.1,0.5,23.5,28.4,0.828,11.9,29.2,41.1,26.4,7.4,6.1,14.2,20.4,103.6
1992,7,8.0,San Antonio Spurs,3,240.0,41.0,84.3,0.486,3.3,8.0,0.417,37.7,76.3,0.493,18.0,27.0,0.667,14.0,24.0,38.0,17.7,7.7,8.7,15.7,24.0,103.3
1992,8,9.0,Utah Jazz,16,241.6,37.0,77.1,0.48,1.8,6.1,0.296,35.2,71.0,0.496,27.1,33.5,0.808,12.6,26.8,39.3,22.9,7.4,4.8,14.2,22.1,102.9
1992,9,10.0,New Jersey Nets,4,240.0,42.0,95.3,0.441,3.0,10.3,0.293,39.0,85.0,0.459,14.8,20.8,0.711,16.0,24.8,40.8,25.8,10.8,7.8,13.3,28.3,101.8
1992,10,11.0,Chicago Bulls,22,241.1,38.7,79.5,0.487,2.5,6.6,0.372,36.3,73.0,0.497,20.5,27.8,0.735,13.0,26.9,39.9,24.1,7.8,5.5,13.5,23.6,100.4
1992,11,12.0,Miami Heat,3,240.0,36.0,79.7,0.452,5.7,12.7,0.447,30.3,67.0,0.453,21.7,29.7,0.73,11.0,22.0,33.0,20.0,7.0,3.0,14.7,22.7,99.3
1992,12,13.0,Los Angeles Clippers,5,240.0,39.0,81.2,0.48,1.4,5.4,0.259,37.6,75.8,0.496,18.8,26.6,0.707,13.4,27.2,40.6,22.2,6.0,5.6,13.0,25.8,98.2
1992,13,14.0,Los Angeles Lakers,4,246.3,33.5,77.8,0.431,2.3,5.0,0.45,31.3,72.8,0.43,25.3,32.5,0.777,11.0,22.8,33.8,20.0,9.0,3.8,15.5,25.5,94.5
1992,14,15.0,New York Knicks,12,242.1,34.1,78.3,0.435,2.3,8.8,0.255,31.8,69.5,0.458,19.8,26.7,0.744,15.5,27.8,43.3,22.8,6.3,4.2,13.8,25.0,90.3
1992,15,16.0,Detroit Pistons,5,245.0,31.6,75.4,0.419,2.4,7.8,0.308,29.2,67.6,0.432,19.2,25.2,0.762,10.8,26.0,36.8,21.6,5.8,4.6,15.2,23.4,84.8
1992,16,,League Average,9,242.7,38.8,81.7,0.475,2.8,8.3,0.337,36.0,73.4,0.49,22.9,29.7,0.769,13.2,27.1,40.3,23.9,7.7,5.2,14.2,24.2,103.3
1993,0,1.0,Phoenix Suns,24,244.2,38.8,82.1,0.472,4.2,11.5,0.361,34.6,70.6,0.49,23.1,30.7,0.753,12.4,29.0,41.4,23.5,7.6,8.0,13.7,22.6,104.8
1993,1,2.0,Indiana Pacers,4,246.3,37.0,75.0,0.493,4.0,10.3,0.39,33.0,64.8,0.51,24.8,31.5,0.786,9.5,26.5,36.0,24.0,6.0,4.0,15.5,25.3,102.8
1993,2,3.0,Charlotte Hornets,9,253.9,40.3,86.6,0.466,1.4,5.3,0.271,38.9,81.2,0.479,20.3,28.3,0.718,14.3,27.2,41.6,24.0,10.1,4.9,16.2,22.4,102.4
1993,3,4.0,Chicago Bulls,19,243.9,39.8,82.3,0.484,4.2,9.6,0.434,35.6,72.7,0.49,18.6,25.6,0.727,13.2,26.8,40.0,24.3,8.6,4.4,12.5,23.3,102.4
1993,4,5.0,San Antonio Spurs,10,242.5,39.3,83.9,0.468,2.3,7.9,0.291,37.0,76.0,0.487,19.8,26.4,0.75,12.8,31.5,44.3,25.3,6.3,6.3,14.0,26.6,100.7
1993,5,6.0,Boston Celtics,4,252.5,42.3,89.8,0.471,1.8,7.0,0.25,40.5,82.8,0.489,14.3,17.3,0.826,14.5,27.0,41.5,21.8,4.5,6.3,14.8,21.8,100.5
1993,6,7.0,Seattle Supersonics,19,241.3,38.6,84.6,0.456,3.5,10.4,0.34,35.1,74.3,0.473,19.4,25.2,0.772,16.1,25.9,41.9,22.4,9.1,5.8,13.8,23.6,100.2
1993,7,8.0,New York Knicks,15,246.7,38.1,79.6,0.478,3.2,9.3,0.345,34.9,70.3,0.496,19.7,28.0,0.702,14.8,29.3,44.1,24.9,8.0,4.3,17.8,26.1,99.0
1993,8,9.0,Houston Rockets,12,242.1,37.4,78.4,0.477,5.3,14.3,0.374,32.1,64.2,0.5,17.6,22.8,0.773,11.3,30.2,41.5,24.8,8.4,7.2,17.7,19.8,97.8
1993,9,10.0,Portland Trail Blazers,4,246.3,36.5,89.8,0.407,2.8,9.0,0.306,33.8,80.8,0.418,21.5,29.8,0.723,17.8,28.8,46.5,19.3,6.8,5.8,13.0,25.3,97.3
1993,10,11.0,Los Angeles Lakers,5,245.0,39.2,89.6,0.438,4.0,12.0,0.333,35.2,77.6,0.454,14.6,23.2,0.629,15.6,29.0,44.6,23.8,9.0,6.2,13.2,22.6,97.0
1993,11,12.0,Cleveland Cavaliers,9,240.0,36.6,78.7,0.465,3.1,8.9,0.35,33.4,69.8,0.479,17.6,21.9,0.802,11.9,26.8,38.7,23.9,8.2,5.4,15.6,19.1,93.8
1993,12,13.0,New Jersey Nets,5,240.0,37.8,79.6,0.475,3.0,8.2,0.366,34.8,71.4,0.487,15.0,18.8,0.798,11.0,28.0,39.0,21.8,8.4,6.4,17.0,20.8,93.6
1993,13,14.0,Atlanta Hawks,3,240.0,35.7,83.3,0.428,3.3,12.0,0.278,32.3,71.3,0.453,18.7,26.3,0.709,15.3,23.3,38.7,16.3,8.0,3.7,15.3,23.3,93.3
1993,14,15.0,Los Angeles Clippers,5,240.0,37.4,88.2,0.424,2.4,5.6,0.429,35.0,82.6,0.424,15.0,23.2,0.647,14.6,28.2,42.8,23.6,11.0,4.2,13.6,23.0,92.2
1993,15,16.0,Utah Jazz,5,240.0,34.0,77.4,0.439,2.0,6.4,0.313,32.0,71.0,0.451,17.2,23.6,0.729,14.0,27.0,41.0,20.8,6.0,4.8,14.0,21.6,87.2
1993,16,,League Average,10,243.9,38.4,82.5,0.465,3.4,9.7,0.355,35.0,72.8,0.48,19.3,26.0,0.742,13.6,28.0,41.6,23.4,8.1,5.8,14.7,23.0,99.5
1994,0,1.0,Golden State Warriors,3,240.0,47.0,90.7,0.518,5.0,14.7,0.341,42.0,76.0,0.553,17.0,24.3,0.699,13.7,24.7,38.3,31.3,6.0,8.0,14.7,26.7,116.0
1994,1,2.0,Phoenix Suns,10,242.5,39.9,88.5,0.451,6.1,17.2,0.355,33.8,71.3,0.474,20.5,27.8,0.737,14.4,30.3,44.7,23.5,8.0,4.2,12.0,19.4,106.4
1994,2,3.0,Portland Trail Blazers,4,240.0,41.0,92.0,0.446,3.0,10.5,0.286,38.0,81.5,0.466,18.8,24.0,0.781,16.3,28.8,45.0,23.5,8.8,4.5,11.5,20.5,103.8
1994,3,4.0,Houston Rockets,23,241.1,36.4,79.0,0.461,6.5,17.8,0.363,30.0,61.1,0.49,17.8,23.2,0.767,10.1,31.3,41.4,24.8,7.3,6.2,14.4,21.6,97.1
1994,4,5.0,Seattle Supersonics,5,250.0,33.0,78.8,0.419,3.4,10.0,0.34,29.6,68.8,0.43,25.6,37.0,0.692,13.8,29.0,42.8,19.0,8.8,5.2,12.6,27.0,95.0
1994,5,6.0,Cleveland Cavaliers,3,248.3,33.7,77.7,0.433,5.3,12.7,0.421,28.3,65.0,0.436,22.0,30.3,0.725,15.3,22.3,37.7,20.3,7.3,1.0,14.3,22.3,94.7
1994,6,7.0,Denver Nuggets,12,250.4,33.0,76.8,0.43,4.0,11.5,0.348,29.0,65.3,0.444,24.3,34.1,0.714,13.7,31.0,44.7,18.9,6.2,9.9,16.7,25.5,94.3
1994,7,8.0,Utah Jazz,16,244.7,34.9,80.1,0.436,2.3,7.8,0.296,32.6,72.3,0.451,22.1,28.7,0.769,13.6,28.6,42.2,23.1,7.8,4.5,11.6,25.1,94.3
1994,8,9.0,Chicago Bulls,10,242.5,35.1,75.6,0.464,3.5,10.2,0.343,31.6,65.4,0.483,19.9,26.0,0.765,12.4,26.9,39.3,21.8,8.1,4.7,14.2,23.7,93.6
1994,9,10.0,Orlando Magic,3,240.0,32.3,76.3,0.424,6.7,18.3,0.364,25.7,58.0,0.443,20.3,30.3,0.67,16.0,24.0,40.0,19.7,6.3,7.7,19.0,22.3,91.7
1994,10,11.0,Atlanta Hawks,11,240.0,34.9,80.1,0.436,2.8,8.9,0.316,32.1,71.2,0.451,17.7,24.0,0.739,14.0,26.5,40.5,23.9,8.2,5.3,13.9,24.9,90.4
1994,11,12.0,Indiana Pacers,16,240.0,33.3,74.7,0.445,3.7,9.7,0.381,29.6,65.0,0.455,20.1,27.8,0.724,13.4,27.1,40.5,21.7,9.2,4.2,17.8,24.8,90.3
1994,12,13.0,Miami Heat,5,240.0,32.6,78.8,0.414,3.4,12.8,0.266,29.2,66.0,0.442,21.2,29.4,0.721,15.4,28.2,43.6,14.4,7.2,4.0,16.4,23.2,89.8
1994,13,14.0,New York Knicks,25,241.0,32.4,75.8,0.428,4.4,13.3,0.331,28.0,62.5,0.449,19.5,26.6,0.731,14.1,27.4,41.6,20.3,8.1,5.4,16.5,25.5,88.8
1994,14,15.0,San Antonio Spurs,4,240.0,33.5,83.8,0.4,3.0,9.8,0.308,30.5,74.0,0.412,18.0,25.0,0.72,16.5,27.0,43.5,18.3,7.0,6.0,12.0,23.3,88.0
1994,15,16.0,New Jersey Nets,4,246.3,26.8,75.0,0.357,3.3,12.5,0.26,23.5,62.5,0.376,29.8,37.5,0.793,14.0,29.3,43.3,15.8,7.3,7.8,17.3,26.3,86.5
