,,Rk,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,16,,League Average,10,242.6,34.7,78.9,0.439,4.2,12.4,0.341,30.5,66.5,0.458,20.4,27.6,0.739,13.4,28.4,41.8,21.7,7.8,5.5,14.8,23.9,94.0
1995,0,1.0,Phoenix Suns,10,242.5,39.2,81.2,0.483,6.4,18.5,0.346,32.8,62.7,0.523,26.2,32.9,0.796,12.5,32.7,45.2,21.7,6.4,3.2,12.7,24.6,111.0
1995,1,2.0,Houston Rockets,22,242.3,38.6,79.9,0.483,8.6,22.0,0.391,30.0,57.9,0.518,21.2,28.1,0.754,9.6,29.5,39.1,25.2,7.6,5.8,12.0,24.8,107.0
1995,2,3.0,Utah Jazz,5,240.0,36.4,75.0,0.485,6.2,13.8,0.449,30.2,61.2,0.493,25.0,34.4,0.727,10.2,25.8,36.0,24.0,8.0,3.6,12.8,27.0,104.0
1995,3,4.0,Orlando Magic,21,241.2,37.2,77.3,0.482,8.5,21.4,0.396,28.8,55.9,0.514,19.5,29.1,0.669,12.8,27.4,40.2,23.2,7.3,5.2,14.6,23.9,102.4
1995,4,5.0,Portland Trail Blazers,3,240.0,38.3,80.0,0.479,5.3,14.3,0.372,33.0,65.7,0.503,19.7,31.7,0.621,11.3,24.7,36.0,21.3,6.0,3.0,11.0,28.7,101.7
1995,5,6.0,Indiana Pacers,17,241.5,33.9,73.9,0.459,5.5,15.4,0.36,28.4,58.6,0.485,25.2,32.8,0.77,13.4,28.1,41.4,20.6,5.5,3.4,15.7,27.0,98.6
1995,6,7.0,San Antonio Spurs,15,243.3,35.4,79.1,0.447,4.0,11.9,0.335,31.4,67.2,0.467,23.7,31.1,0.76,13.4,31.5,44.9,21.5,7.1,5.1,14.7,22.8,98.5
1995,7,8.0,Chicago Bulls,10,242.5,37.0,79.9,0.463,6.1,15.5,0.394,30.9,64.4,0.48,18.3,25.0,0.732,12.5,26.7,39.2,23.9,7.6,4.2,13.9,26.4,98.4
1995,8,9.0,Seattle Supersonics,4,240.0,35.8,80.5,0.444,7.5,18.0,0.417,28.3,62.5,0.452,18.3,24.0,0.76,14.5,27.3,41.8,26.0,9.3,5.3,14.8,25.8,97.3
1995,9,10.0,New York Knicks,11,242.3,33.5,69.5,0.481,7.2,17.0,0.422,26.3,52.5,0.5,19.2,27.9,0.687,9.7,27.0,36.7,22.7,7.0,6.3,16.5,27.6,93.3
1995,10,11.0,Denver Nuggets,3,240.0,33.3,77.7,0.429,4.3,17.7,0.245,29.0,60.0,0.483,22.0,28.0,0.786,14.0,27.0,41.0,20.0,6.0,7.0,17.3,35.0,93.0
1995,11,12.0,Charlotte Hornets,4,246.3,31.5,74.3,0.424,5.3,16.8,0.313,26.3,57.5,0.457,24.3,30.0,0.808,13.5,23.8,37.3,21.3,6.0,5.0,15.8,23.5,92.5
1995,12,13.0,Los Angeles Lakers,10,245.0,32.5,78.2,0.416,6.5,20.0,0.325,26.0,58.2,0.447,19.2,27.3,0.703,12.4,26.6,39.0,19.9,7.4,7.3,14.5,24.4,90.7
1995,13,14.0,Atlanta Hawks,3,240.0,29.7,75.7,0.392,7.3,22.3,0.328,22.3,53.3,0.419,22.7,31.0,0.731,12.3,26.7,39.0,14.7,8.3,2.7,13.0,28.3,89.3
1995,14,15.0,Boston Celtics,4,240.0,31.8,79.0,0.402,5.3,14.0,0.375,26.5,65.0,0.408,17.5,23.5,0.745,16.5,26.0,42.5,20.3,5.3,4.5,17.5,25.0,86.3
1995,15,16.0,Cleveland Cavaliers,4,240.0,27.3,66.8,0.408,6.3,15.0,0.417,21.0,51.8,0.406,21.8,29.3,0.744,7.3,21.5,28.8,17.5,10.0,2.8,15.3,21.5,82.5
1995,16,,League Average,9,242.1,35.5,77.1,0.46,6.6,17.7,0.375,28.9,59.4,0.486,21.6,29.3,0.736,12.1,28.0,40.1,22.3,7.1,4.9,14.3,25.3,99.3
 1996,0,1.0,Phoenix Suns,4,240.0,37.5,86.0,0.436,3.8,13.0,0.288,33.8,73.0,0.462,20.0,26.3,0.762,14.5,27.0,41.5,21.8,5.0,4.3,11.0,21.5,98.8
 1996,1,2.0,Orlando Magic,12,240.0,38.1,76.3,0.499,6.2,18.2,0.339,31.9,58.1,0.549,15.9,27.2,0.586,12.7,25.1,37.8,21.5,6.7,3.3,13.3,22.3,98.3
 1996,2,3.0,Houston Rockets,8,243.1,36.4,82.4,0.442,7.6,22.9,0.333,28.8,59.5,0.483,17.4,23.6,0.735,9.1,29.4,38.5,24.1,10.0,5.0,13.8,21.1,97.8
 1996,3,4.0,Chicago Bulls,18,241.4,35.3,79.7,0.443,6.2,20.2,0.306,29.1,59.6,0.489,20.7,28.0,0.738,16.3,27.3,43.6,22.7,9.5,3.9,14.4,24.8,97.4
 1996,4,5.0,Utah Jazz,18,242.8,35.4,75.4,0.469,5.4,12.7,0.428,29.9,62.7,0.477,19.0,26.9,0.707,11.3,27.3,38.7,25.2,7.6,5.7,13.2,25.3,95.2
 1996,5,6.0,Los Angeles Lakers,4,240.0,34.5,82.3,0.419,8.0,23.0,0.348,26.5,59.3,0.447,17.8,23.5,0.755,12.3,33.5,45.8,22.0,5.8,4.0,16.0,19.8,94.8
 1996,6,7.0,San Antonio Spurs,10,240.0,34.6,73.4,0.471,5.3,11.7,0.453,29.3,61.7,0.475,19.7,27.7,0.711,11.1,27.7,38.8,21.3,7.6,5.2,13.8,21.3,94.2
 1996,7,8.0,Seattle Supersonics,21,242.4,33.2,70.5,0.471,7.0,19.0,0.37,26.1,51.5,0.508,20.7,27.4,0.755,9.2,28.8,38.0,20.2,8.0,4.5,17.7,24.8,94.1
 1996,8,9.0,Atlanta Hawks,10,242.5,33.6,75.7,0.444,7.6,20.6,0.369,26.0,55.1,0.472,17.9,24.4,0.734,12.6,23.3,35.9,19.8,8.4,5.3,14.0,22.2,92.7
 1996,9,10.0,Portland Trail Blazers,5,245.0,30.2,76.8,0.393,6.6,17.2,0.384,23.6,59.6,0.396,22.6,34.2,0.661,13.8,27.8,41.6,16.8,6.0,3.8,14.0,28.0,89.6
 1996,10,11.0,Detroit Pistons,3,240.0,32.7,72.0,0.454,5.0,16.7,0.3,27.7,55.3,0.5,18.7,24.7,0.757,12.0,23.7,35.7,14.3,2.7,1.7,13.3,24.7,89.0
 1996,11,12.0,New York Knicks,8,243.1,32.0,69.3,0.462,6.4,16.1,0.395,25.6,53.1,0.482,18.3,26.3,0.695,8.6,28.4,37.0,18.6,6.5,3.8,17.8,20.3,88.6
 1996,12,13.0,Sacramento Kings,4,240.0,32.0,74.0,0.432,4.5,16.0,0.281,27.5,58.0,0.474,19.3,28.5,0.675,12.3,30.0,42.3,18.8,8.8,4.8,19.5,25.3,87.8
 1996,13,14.0,Indiana Pacers,5,245.0,32.4,73.6,0.44,3.4,11.4,0.298,29.0,62.2,0.466,18.8,24.4,0.77,14.0,28.2,42.2,17.2,8.4,3.2,18.6,23.2,87.0
 1996,14,15.0,Miami Heat,3,240.0,30.3,72.0,0.421,7.3,23.3,0.314,23.0,48.7,0.473,15.7,22.3,0.701,11.3,24.7,36.0,17.0,7.0,1.7,21.0,27.7,83.7
 1996,15,16.0,Cleveland Cavaliers,3,240.0,31.3,74.0,0.423,5.3,21.0,0.254,26.0,53.0,0.491,11.7,15.0,0.778,11.7,25.3,37.0,19.7,6.3,4.7,13.3,21.0,79.7
 1996,16,,League Average,9,241.8,34.3,75.5,0.455,6.2,17.5,0.353,28.1,58.0,0.485,18.9,26.5,0.715,11.9,27.4,39.3,21.1,7.7,4.4,15.1,23.5,93.7
1997,0,1.0,Seattle Supersonics,12,244.2,36.8,82.8,0.444,8.3,21.8,0.383,28.4,61.1,0.465,23.3,28.5,0.816,13.9,28.8,42.8,23.4,10.1,4.1,13.6,23.5,105.1
1997,1,2.0,Houston Rockets,16,241.6,35.3,77.1,0.458,8.9,24.5,0.362,26.4,52.6,0.503,21.8,28.4,0.767,12.3,29.3,41.5,23.1,7.7,4.4,15.2,21.9,101.3
1997,2,3.0,Phoenix Suns,5,245.0,34.4,82.6,0.416,10.2,29.0,0.352,24.2,53.6,0.451,21.2,27.8,0.763,10.0,30.4,40.4,22.8,8.2,5.2,16.2,22.0,100.2
1997,3,4.0,Minnesota Timberwolves,3,240.0,40.0,88.7,0.451,6.3,16.7,0.38,33.7,72.0,0.468,13.3,18.0,0.741,14.0,24.7,38.7,24.0,7.7,4.0,9.3,23.3,99.7
1997,4,5.0,Utah Jazz,20,241.3,33.7,74.5,0.452,5.0,13.5,0.367,28.7,61.0,0.47,23.9,30.4,0.785,11.4,30.4,41.8,21.8,7.4,4.9,13.3,24.8,96.1
1997,5,6.0,Charlotte Hornets,3,240.0,36.3,80.3,0.452,6.3,17.0,0.373,30.0,63.3,0.474,16.7,20.7,0.806,12.7,24.3,37.0,18.3,6.7,3.0,13.3,21.0,95.7
1997,6,7.0,Los Angeles Lakers,9,242.8,32.2,72.1,0.447,4.9,15.2,0.321,27.3,56.9,0.48,25.9,35.0,0.74,11.2,27.7,38.9,20.6,6.8,6.1,13.3,26.8,95.2
1997,7,8.0,Washington Bullets,3,240.0,34.0,71.7,0.474,4.3,10.3,0.419,29.7,61.3,0.484,22.7,29.0,0.782,11.3,24.3,35.7,17.0,4.7,6.3,18.7,25.7,95.0
1997,8,9.0,Chicago Bulls,19,240.0,34.7,80.2,0.432,6.1,19.2,0.319,28.6,61.1,0.468,17.1,23.2,0.735,14.9,28.6,43.5,20.7,8.5,4.8,12.4,24.3,92.5
1997,9,10.0,Los Angeles Clippers,3,240.0,32.7,75.0,0.436,6.0,18.0,0.333,26.7,57.0,0.468,21.0,28.7,0.733,10.3,23.0,33.3,16.3,6.3,4.3,12.0,29.0,92.3
1997,10,11.0,New York Knicks,10,240.0,34.3,73.5,0.467,5.5,14.8,0.372,28.8,58.7,0.491,17.1,22.2,0.77,9.7,29.8,39.5,21.1,8.6,3.5,15.7,23.4,91.2
1997,11,12.0,Portland Trail Blazers,4,240.0,32.8,73.0,0.449,4.5,17.0,0.265,28.3,56.0,0.504,19.8,27.3,0.725,11.8,25.3,37.0,19.8,5.5,4.3,15.5,28.8,89.8
1997,12,13.0,Atlanta Hawks,10,240.0,30.9,70.8,0.436,6.9,21.9,0.315,24.0,48.9,0.491,20.3,26.1,0.778,11.0,29.0,40.0,15.4,4.5,4.3,16.1,19.9,89.0
1997,13,14.0,Miami Heat,17,240.0,29.5,72.1,0.409,8.4,23.8,0.351,21.2,48.3,0.438,18.5,26.8,0.692,11.1,30.2,41.3,17.2,6.7,5.1,16.2,22.6,85.9
1997,14,15.0,Detroit Pistons,5,240.0,32.4,74.8,0.433,5.6,17.0,0.329,26.8,57.8,0.464,15.2,19.8,0.768,8.6,23.2,31.8,13.6,7.0,2.4,9.6,20.2,85.6
1997,15,16.0,Orlando Magic,5,240.0,29.8,73.0,0.408,5.8,18.0,0.322,24.0,55.0,0.436,18.8,25.2,0.746,9.6,28.0,37.6,13.2,6.4,5.2,12.4,19.0,84.2
1997,16,,League Average,9,241.0,33.5,76.0,0.441,6.7,19.2,0.347,26.8,56.8,0.472,20.3,26.8,0.758,11.8,28.6,40.4,20.0,7.4,4.6,14.1,23.4,94.0
1998,0,1.0,Los Angeles Lakers,13,240.0,35.6,75.1,0.474,6.0,17.5,0.344,29.6,57.6,0.514,23.0,35.4,0.65,13.4,26.7,40.1,22.7,7.4,7.8,12.9,24.6,100.2
1998,1,2.0,Portland Trail Blazers,4,240.0,36.0,79.5,0.453,5.8,15.3,0.377,30.3,64.3,0.471,22.0,28.5,0.772,14.0,27.8,41.8,24.0,7.0,5.3,16.3,29.8,99.8
1998,2,3.0,Seattle Supersonics,10,240.0,35.6,78.3,0.455,6.6,19.2,0.344,29.0,59.1,0.491,17.4,23.1,0.753,12.7,26.1,38.8,22.0,8.7,4.3,12.7,23.5,95.2
1998,3,4.0,New Jersey Nets,3,248.3,37.0,78.7,0.47,2.3,7.3,0.318,34.7,71.3,0.486,18.7,24.7,0.757,12.3,27.0,39.3,16.7,7.0,3.3,13.3,26.0,95.0
1998,4,5.0,Chicago Bulls,21,242.4,34.1,76.7,0.445,4.2,13.0,0.324,30.0,63.8,0.47,20.7,28.1,0.734,14.0,27.0,41.0,20.5,9.0,4.5,12.6,22.8,93.1
1998,5,6.0,Phoenix Suns,4,240.0,37.0,85.3,0.434,4.3,12.8,0.333,32.8,72.5,0.452,14.8,21.3,0.694,12.0,28.5,40.5,19.8,8.5,4.0,11.0,25.0,93.0
1998,6,7.0,Indiana Pacers,16,241.6,32.0,69.6,0.46,5.4,14.5,0.375,26.6,55.1,0.482,22.3,29.4,0.76,9.3,26.0,35.3,19.1,7.2,4.9,14.6,24.8,91.8
1998,7,8.0,San Antonio Spurs,9,242.8,33.3,72.1,0.462,3.9,12.9,0.302,29.4,59.2,0.497,21.2,30.8,0.69,11.0,32.6,43.6,17.3,5.7,7.0,14.4,22.1,91.8
1998,8,9.0,Minnesota Timberwolves,5,240.0,33.2,79.8,0.416,7.4,19.6,0.378,25.8,60.2,0.429,16.4,20.4,0.804,13.6,25.8,39.4,23.2,7.4,3.6,14.0,22.6,90.2
1998,9,10.0,Utah Jazz,20,242.5,33.4,73.4,0.455,3.3,9.4,0.353,30.1,64.0,0.47,19.0,25.5,0.745,9.7,30.1,39.8,22.3,6.5,4.9,14.4,26.0,89.0
1998,10,11.0,New York Knicks,10,242.5,32.2,73.8,0.436,5.3,13.6,0.39,26.9,60.2,0.447,18.9,24.7,0.765,10.5,29.2,39.7,18.8,8.6,2.0,16.1,26.8,88.6
1998,11,12.0,Atlanta Hawks,4,240.0,32.8,73.0,0.449,6.8,18.0,0.375,26.0,55.0,0.473,15.3,22.3,0.685,11.0,29.0,40.0,17.0,7.8,4.8,12.8,23.5,87.5
1998,12,13.0,Miami Heat,5,240.0,30.0,69.6,0.431,7.2,20.0,0.36,22.8,49.6,0.46,20.2,29.6,0.682,8.2,28.6,36.8,16.4,6.8,3.8,13.6,25.4,87.4
1998,13,14.0,Houston Rockets,5,240.0,29.0,75.4,0.385,4.8,18.6,0.258,24.2,56.8,0.426,21.8,29.8,0.732,11.2,31.2,42.4,16.2,7.2,5.0,13.0,23.8,84.6
1998,14,15.0,Charlotte Hornets,9,240.0,33.1,72.9,0.454,3.6,11.1,0.32,29.6,61.8,0.478,13.0,19.0,0.684,9.1,27.0,36.1,21.2,6.4,2.8,14.1,21.6,82.8
1998,15,16.0,Cleveland Cavaliers,4,240.0,26.8,61.5,0.435,1.8,6.0,0.292,25.0,55.5,0.45,25.5,35.3,0.723,10.0,24.5,34.5,18.5,8.5,3.0,18.3,23.8,80.8
1998,16,,League Average,9,241.4,33.4,74.3,0.449,4.8,14.0,0.344,28.5,60.3,0.473,19.7,27.2,0.725,11.4,27.9,39.3,20.3,7.5,4.7,13.9,24.3,91.2
1999,0,1.0,Houston Rockets,4,240.0,33.8,81.3,0.415,7.8,21.3,0.365,26.0,60.0,0.433,21.8,28.5,0.763,13.3,32.5,45.8,20.5,7.5,4.5,12.8,26.0,97.0
1999,1,2.0,Milwaukee Bucks,3,248.3,34.0,75.0,0.453,4.7,14.0,0.333,29.3,61.0,0.481,22.7,29.3,0.773,11.0,27.0,38.0,20.0,8.3,5.0,16.3,30.0,95.3
1999,2,3.0,Los Angeles Lakers,8,240.0,35.3,79.6,0.443,4.8,15.6,0.304,30.5,64.0,0.477,18.8,29.3,0.641,12.1,28.3,40.4,19.5,6.6,6.4,13.1,25.3,94.0
1999,3,4.0,Indiana Pacers,13,241.9,32.8,74.2,0.441,6.5,18.0,0.363,26.2,56.2,0.466,21.5,28.2,0.763,11.6,29.8,41.5,20.7,6.6,5.2,15.3,25.9,93.6
1999,4,5.0,Phoenix Suns,3,240.0,34.7,80.7,0.43,7.0,18.7,0.375,27.7,62.0,0.446,16.0,21.7,0.738,10.3,22.7,33.0,22.3,10.3,2.3,13.7,29.0,92.3
1999,5,6.0,Sacramento Kings,5,250.0,32.4,79.6,0.407,6.2,22.2,0.279,26.2,57.4,0.456,19.6,26.4,0.742,12.8,28.6,41.4,18.2,10.6,4.4,17.6,23.8,90.6
1999,6,7.0,Philadelphia 76ers,8,240.0,34.6,82.1,0.422,2.5,10.5,0.238,32.1,71.6,0.449,17.5,24.5,0.714,16.9,27.5,44.4,19.0,10.4,5.1,12.9,25.5,89.3
1999,7,8.0,Utah Jazz,11,244.5,32.4,75.0,0.432,2.9,9.6,0.302,29.5,65.4,0.451,21.5,28.3,0.762,11.2,31.5,42.6,22.0,7.7,4.7,14.5,27.1,89.2
1999,8,9.0,San Antonio Spurs,17,240.0,31.6,70.1,0.451,4.1,11.8,0.35,27.5,58.4,0.471,21.1,28.5,0.742,9.8,30.4,40.2,21.3,7.3,5.8,14.2,21.8,88.4
1999,9,10.0,Orlando Magic,4,240.0,27.8,73.8,0.376,6.8,21.8,0.31,21.0,52.0,0.404,24.0,32.3,0.744,14.5,25.0,39.5,19.8,9.0,3.8,18.3,23.5,86.3
1999,10,11.0,Portland Trail Blazers,13,240.0,29.4,69.4,0.424,3.8,11.1,0.34,25.6,58.3,0.439,23.6,31.4,0.752,9.8,28.9,38.8,18.2,7.7,4.2,13.2,23.9,86.2
1999,11,12.0,New York Knicks,20,240.0,31.9,74.3,0.429,3.2,11.4,0.281,28.7,62.9,0.456,18.1,23.9,0.757,10.2,29.1,39.3,15.0,7.6,3.9,12.6,25.5,85.0
1999,12,13.0,Minnesota Timberwolves,4,240.0,32.0,80.8,0.396,2.5,8.0,0.313,29.5,72.8,0.405,14.0,18.3,0.767,14.3,29.3,43.5,18.8,6.5,6.0,13.8,24.0,80.5
1999,13,14.0,Atlanta Hawks,9,240.0,28.6,74.6,0.383,4.8,15.3,0.312,23.8,59.2,0.402,17.8,23.1,0.769,12.0,26.9,38.9,13.9,8.1,4.0,13.3,19.4,79.7
1999,14,15.0,Detroit Pistons,5,240.0,32.2,75.0,0.429,3.4,9.4,0.362,28.8,65.6,0.439,11.4,14.4,0.792,11.2,24.0,35.2,17.8,7.2,1.8,11.6,22.6,79.2
1999,15,16.0,Miami Heat,5,240.0,27.2,68.0,0.4,5.6,18.6,0.301,21.6,49.4,0.437,19.0,27.0,0.704,8.2,27.4,35.6,16.4,7.2,4.4,11.8,20.6,79.0
1999,16,,League Average,8,241.1,31.8,74.7,0.425,4.4,13.7,0.32,27.4,60.9,0.449,19.7,26.5,0.744,11.4,28.7,40.1,18.7,7.8,4.6,13.8,24.3,87.6
2000,0,1.0,Los Angeles Lakers,23,241.1,37.3,80.4,0.465,5.4,15.4,0.349,32.0,65.0,0.492,19.7,31.6,0.623,13.2,30.1,43.3,21.8,6.6,6.1,12.2,25.3,99.8
2000,1,2.0,Indiana Pacers,23,241.1,35.0,78.9,0.443,7.1,18.8,0.379,27.8,60.0,0.463,21.0,25.4,0.827,10.1,30.4,40.5,20.3,5.4,4.7,11.6,23.4,98.1
2000,2,3.0,Sacramento Kings,5,240.0,33.6,81.0,0.415,6.6,17.4,0.379,27.0,63.6,0.425,22.6,30.0,0.753,11.8,29.4,41.2,16.8,6.8,3.6,12.0,22.0,96.4
2000,3,4.0,Milwaukee Bucks,5,240.0,37.8,82.6,0.458,3.6,11.6,0.31,34.2,71.0,0.482,16.8,22.0,0.764,11.4,31.4,42.8,20.6,6.6,5.6,11.8,25.0,96.0
2000,4,5.0,Philadelphia 76ers,10,242.5,34.2,80.0,0.428,3.9,12.3,0.317,30.3,67.7,0.448,21.9,29.5,0.742,13.5,28.9,42.4,19.1,6.5,4.5,12.7,22.6,94.2
2000,5,6.0,Seattle Supersonics,5,240.0,34.8,79.6,0.437,7.0,16.4,0.427,27.8,63.2,0.44,16.6,23.2,0.716,12.4,28.6,41.0,19.8,8.2,3.4,14.6,21.8,93.2
2000,6,7.0,Portland Trail Blazers,16,240.0,32.4,73.1,0.444,5.4,14.6,0.372,27.0,58.5,0.462,22.2,28.3,0.785,9.8,28.4,38.2,19.3,7.4,3.8,12.7,25.3,92.5
2000,7,8.0,Charlotte Hornets,4,246.3,32.3,75.0,0.43,4.5,15.0,0.3,27.8,60.0,0.463,22.3,27.0,0.824,13.5,30.5,44.0,22.8,8.3,5.8,15.5,22.0,91.3
2000,8,9.0,Utah Jazz,10,240.0,33.1,74.6,0.444,4.6,12.3,0.374,28.5,62.3,0.457,17.5,23.7,0.738,10.3,30.0,40.3,23.6,6.9,5.4,14.9,25.0,88.3
2000,9,10.0,Phoenix Suns,9,240.0,33.4,82.2,0.407,4.7,16.8,0.278,28.8,65.4,0.44,15.8,22.6,0.7,13.9,31.0,44.9,21.0,8.1,6.2,15.3,27.4,87.3
2000,10,11.0,Minnesota Timberwolves,4,240.0,34.3,76.5,0.448,3.0,9.8,0.308,31.3,66.8,0.468,13.8,17.5,0.786,10.3,24.8,35.0,23.5,6.0,4.0,11.8,23.8,85.3
2000,11,12.0,New York Knicks,16,241.6,31.2,72.4,0.431,4.5,11.4,0.393,26.7,60.9,0.438,17.6,23.0,0.764,8.1,30.4,38.4,14.6,6.5,4.1,11.8,22.9,84.4
2000,12,13.0,Toronto Raptors,3,240.0,27.7,74.0,0.374,4.3,15.7,0.277,23.3,58.3,0.4,24.0,31.0,0.774,13.0,29.7,42.7,19.0,9.0,4.3,14.3,26.0,83.7
2000,13,14.0,Miami Heat,10,242.5,30.9,73.7,0.419,4.7,14.9,0.315,26.2,58.8,0.446,16.7,24.2,0.69,10.5,32.9,43.4,19.1,7.2,5.1,13.9,26.0,83.2
2000,14,15.0,San Antonio Spurs,4,240.0,28.3,76.0,0.372,3.0,11.0,0.273,25.3,65.0,0.388,22.3,30.5,0.73,12.3,34.0,46.3,15.0,8.8,7.5,16.3,20.8,81.8
2000,15,16.0,Detroit Pistons,3,240.0,28.0,69.3,0.404,4.3,11.7,0.371,23.7,57.7,0.41,19.3,27.0,0.716,6.0,28.3,34.3,14.7,6.0,1.7,17.0,24.7,79.7
2000,16,,League Average,9,241.0,33.6,77.1,0.436,5.2,14.7,0.352,28.4,62.4,0.455,19.5,26.4,0.737,11.1,30.1,41.2,19.7,6.8,4.9,13.0,24.2,91.8
2001,0,1.0,Los Angeles Lakers,16,241.6,38.3,81.8,0.468,6.1,15.9,0.386,32.1,65.9,0.487,20.8,30.7,0.676,14.3,33.9,48.2,22.8,9.2,5.8,14.0,22.7,103.4
2001,1,2.0,Orlando Magic,4,246.3,39.0,89.8,0.435,8.0,20.5,0.39,31.0,69.3,0.448,16.8,24.5,0.684,13.5,30.3,43.8,22.0,8.0,6.3,11.3,26.5,102.8
2001,2,3.0,Sacramento Kings,8,240.0,34.6,86.0,0.403,5.0,14.3,0.351,29.6,71.8,0.413,23.4,28.6,0.817,15.1,32.5,47.6,16.8,8.1,5.3,16.6,24.3,97.6
2001,3,4.0,Charlotte Hornets,10,240.0,33.9,78.1,0.434,4.4,12.0,0.367,29.5,66.1,0.446,23.5,31.4,0.748,13.2,29.9,43.1,19.7,8.6,4.6,12.1,20.9,95.7
2001,4,5.0,Milwaukee Bucks,18,241.4,35.0,80.6,0.434,6.7,17.6,0.383,28.3,63.0,0.449,18.9,23.7,0.8,12.8,31.9,44.8,21.9,5.9,6.8,13.0,23.8,95.7
2001,5,6.0,Philadelphia 76ers,23,241.1,34.0,80.8,0.421,3.8,11.4,0.336,30.2,69.4,0.435,20.4,26.9,0.761,14.1,29.7,43.9,20.0,8.0,4.9,12.4,20.7,92.3
2001,6,7.0,Dallas Mavericks,10,240.0,32.2,80.8,0.399,6.1,17.2,0.355,26.1,63.6,0.41,21.7,25.6,0.848,12.2,28.8,41.0,17.0,5.9,5.5,11.6,23.4,92.2
2001,7,8.0,Toronto Raptors,12,240.0,35.3,79.5,0.443,5.9,15.1,0.392,29.3,64.4,0.455,15.8,20.8,0.756,11.9,26.8,38.8,22.4,7.8,6.1,13.6,21.4,92.2
2001,8,9.0,San Antonio Spurs,13,240.0,33.4,76.1,0.439,5.5,15.2,0.364,27.8,60.8,0.458,19.2,26.8,0.716,10.7,32.9,43.6,19.6,6.1,6.0,13.9,20.7,91.5
2001,9,10.0,Utah Jazz,5,240.0,33.0,77.8,0.424,3.6,11.0,0.327,29.4,66.8,0.44,20.0,25.8,0.775,12.6,29.4,42.0,23.2,5.2,5.2,12.2,26.8,89.6
2001,10,11.0,New York Knicks,5,240.0,33.4,71.4,0.468,4.0,11.8,0.339,29.4,59.6,0.493,18.2,23.4,0.778,7.8,28.6,36.4,15.6,6.2,3.8,14.6,24.2,89.0
2001,11,12.0,Portland Trail Blazers,3,240.0,32.0,76.3,0.419,5.3,20.3,0.262,26.7,56.0,0.476,19.7,26.0,0.756,9.7,28.0,37.7,16.3,6.3,4.7,15.0,21.3,89.0
2001,12,13.0,Phoenix Suns,4,240.0,34.0,89.5,0.38,4.3,17.0,0.25,29.8,72.5,0.41,16.3,22.8,0.714,13.5,30.8,44.3,21.3,9.8,5.8,13.8,23.5,88.5
2001,13,14.0,Indiana Pacers,4,240.0,32.8,82.3,0.398,6.3,18.3,0.342,26.5,64.0,0.414,15.5,18.8,0.827,11.8,28.0,39.8,20.8,4.8,4.5,12.5,23.5,87.3
2001,14,15.0,Minnesota Timberwolves,4,240.0,30.8,79.5,0.387,3.0,10.0,0.3,27.8,69.5,0.399,17.5,21.5,0.814,11.0,31.5,42.5,18.5,7.5,5.8,12.8,24.3,82.0
2001,15,16.0,Miami Heat,3,240.0,29.7,72.3,0.41,5.3,16.7,0.32,24.3,55.7,0.437,13.7,19.3,0.707,7.3,27.7,35.0,16.7,5.0,5.0,18.7,25.3,78.3
